error_id,user_id,account_id,error_message,timestamp,severity
151,11,28,Commentary not uploaded for account ACC-65699398,2025-04-08 09:16:36,HIGH
152,11,28,NAV calculation error for account ACC-65699398,2025-03-20 19:34:36,HIGH
153,11,28,Missing price data for GGY4,2025-03-27 00:54:36,HIGH
154,11,28,Missing benchmark data for portfolio ACC-65699398,2025-03-17 22:41:36,HIGH
155,11,28,Missing benchmark data for portfolio ACC-65699398,2025-03-24 15:46:36,HIGH
156,11,28,Margin call warning for account ACC-65699398,2025-03-22 17:28:36,LOW
157,11,28,Failed to generate P&L report for ACC-65699398,2025-03-23 17:44:36,MEDIUM
158,11,28,Missing price data for JNS7,2025-04-09 21:07:36,HIGH
159,11,29,Missing benchmark data for portfolio ACC-82779801,2025-04-06 09:10:36,LOW
160,11,29,Missing benchmark data for portfolio ACC-82779801,2025-03-23 10:36:36,LOW
161,11,29,Missing corporate action data for QBM7,2025-03-20 03:44:36,MEDIUM
162,11,29,Missing price data for RSI0,2025-03-18 10:39:36,HIGH
163,11,29,Trade settlement failed for LBL8,2025-03-28 14:44:36,MEDIUM
164,11,29,NAV calculation error for account ACC-82779801,2025-03-18 06:06:36,HIGH
165,11,29,Risk limits exceeded for account ACC-82779801,2025-03-14 17:55:36,MEDIUM
166,11,29,Position reconciliation failed for account ACC-82779801,2025-03-16 20:53:36,HIGH
167,11,29,NAV calculation error for account ACC-82779801,2025-03-26 10:36:36,MEDIUM
168,11,30,Market value not found for security VJN1,2025-04-07 14:21:36,MEDIUM
169,11,30,Position reconciliation failed for account ACC-37418304,2025-03-30 16:00:36,MEDIUM
170,11,30,Insufficient liquidity for ZAS4,2025-03-29 04:06:36,HIGH
171,11,30,Trade settlement failed for LAB3,2025-03-28 22:34:36,MEDIUM
172,11,30,Compliance breach detected for UEB7,2025-03-29 20:24:36,HIGH
173,11,30,Insufficient liquidity for WNJ0,2025-03-14 01:58:36,LOW
174,11,30,Trade settlement failed for TSL1,2025-04-01 05:58:36,MEDIUM
175,11,31,Failed to generate P&L report for ACC-58124286,2025-04-09 15:10:36,HIGH
176,11,31,Data feed interruption for OVG8 pricing,2025-03-14 08:10:36,HIGH
177,11,31,Trade settlement failed for NVJ6,2025-04-01 21:26:36,HIGH
178,11,31,Compliance breach detected for BFH5,2025-03-26 13:30:36,MEDIUM
179,11,31,Insufficient liquidity for VKU1,2025-03-14 19:35:36,MEDIUM
180,12,32,Risk limits exceeded for account ACC-14637342,2025-04-09 05:37:36,HIGH
181,12,32,Trade settlement failed for ROD9,2025-03-24 00:36:36,HIGH
182,12,32,Trade settlement failed for HYL5,2025-04-02 23:05:36,HIGH
183,12,32,Failed to generate P&L report for ACC-14637342,2025-04-08 20:42:36,MEDIUM
184,12,32,Invalid trade date for WHG7,2025-04-01 03:15:36,MEDIUM
185,12,32,NAV calculation error for account ACC-14637342,2025-04-05 05:03:36,LOW
186,12,32,NAV calculation error for account ACC-14637342,2025-03-13 01:04:36,MEDIUM
187,12,32,Position reconciliation failed for account ACC-14637342,2025-03-18 01:54:36,MEDIUM
188,12,32,Margin call warning for account ACC-14637342,2025-03-29 18:29:36,MEDIUM
189,12,33,Missing price data for YGO3,2025-03-14 17:05:36,LOW
190,12,33,Insufficient liquidity for KJA7,2025-03-15 15:25:36,MEDIUM
191,12,33,Position reconciliation failed for account ACC-45749108,2025-04-05 03:52:36,LOW
192,12,33,Position reconciliation failed for account ACC-45749108,2025-03-30 07:50:36,HIGH
193,12,34,Market value not found for security PGU7,2025-03-14 09:31:36,MEDIUM
194,12,34,Missing benchmark data for portfolio ACC-88439381,2025-03-18 06:21:36,MEDIUM
195,12,34,Missing corporate action data for REW0,2025-04-10 13:54:36,MEDIUM
196,12,34,Compliance breach detected for UCB6,2025-04-05 13:56:36,MEDIUM
197,12,34,Missing price data for JXV4,2025-03-20 14:10:36,LOW
198,12,34,Commentary not uploaded for account ACC-88439381,2025-04-08 09:11:36,MEDIUM
199,12,34,Risk limits exceeded for account ACC-88439381,2025-04-03 13:12:36,MEDIUM
200,12,34,Compliance breach detected for GOE4,2025-04-04 18:14:36,LOW
201,12,34,Invalid trade date for UHV6,2025-03-20 17:37:36,LOW
202,12,34,Failed to generate P&L report for ACC-88439381,2025-03-17 15:04:36,LOW
203,12,35,Risk limits exceeded for account ACC-86884415,2025-04-11 02:48:36,HIGH
204,12,35,Missing benchmark data for portfolio ACC-86884415,2025-04-03 11:33:36,LOW
205,12,35,Risk limits exceeded for account ACC-86884415,2025-04-03 06:34:36,MEDIUM
206,12,35,Margin call warning for account ACC-86884415,2025-04-11 14:57:36,LOW
207,12,35,Trade settlement failed for THJ4,2025-03-12 20:08:36,HIGH
208,12,35,Position reconciliation failed for account ACC-86884415,2025-04-01 11:00:36,LOW
209,12,35,Invalid trade date for BMG7,2025-03-30 15:14:36,HIGH
210,12,36,Insufficient liquidity for LAD5,2025-03-18 13:53:36,HIGH
211,12,36,Missing benchmark data for portfolio ACC-63142261,2025-03-17 17:27:36,MEDIUM
212,12,36,Failed to generate P&L report for ACC-63142261,2025-03-12 17:55:36,HIGH
213,12,36,Commentary not uploaded for account ACC-63142261,2025-03-26 14:40:36,HIGH
214,12,36,Margin call warning for account ACC-63142261,2025-03-21 17:59:36,MEDIUM
215,12,36,Invalid trade date for IEH8,2025-03-31 13:50:36,HIGH
216,13,37,Trade settlement failed for XST0,2025-03-12 06:52:36,MEDIUM
217,13,37,Market value not found for security EQW5,2025-03-29 21:28:36,MEDIUM
218,13,37,Risk limits exceeded for account ACC-5803317,2025-03-21 20:02:36,LOW
219,13,37,Position reconciliation failed for account ACC-5803317,2025-04-09 16:19:36,HIGH
220,13,37,Compliance breach detected for KRI3,2025-04-01 09:14:36,MEDIUM
221,13,37,Data feed interruption for PZB6 pricing,2025-04-08 15:29:36,LOW
222,14,38,Trade settlement failed for WYG2,2025-03-14 14:26:36,HIGH
223,14,38,NAV calculation error for account ACC-46705613,2025-03-18 02:12:36,MEDIUM
224,14,38,Missing benchmark data for portfolio ACC-46705613,2025-04-03 01:07:36,MEDIUM
225,14,38,Commentary not uploaded for account ACC-46705613,2025-03-24 19:44:36,HIGH
226,14,39,Missing benchmark data for portfolio ACC-94568832,2025-03-31 06:49:36,HIGH
227,14,39,Position reconciliation failed for account ACC-94568832,2025-03-17 12:21:36,LOW
228,14,39,Missing benchmark data for portfolio ACC-94568832,2025-04-05 12:47:36,LOW
229,14,40,Failed to generate P&L report for ACC-83433891,2025-03-28 20:10:36,HIGH
230,14,40,Invalid trade date for LZI6,2025-03-12 13:37:36,LOW
231,14,40,Insufficient liquidity for KJV4,2025-04-10 23:18:36,LOW
232,14,40,Compliance breach detected for JWK7,2025-04-09 11:31:36,MEDIUM
233,15,41,Insufficient liquidity for AAV8,2025-03-21 18:33:36,HIGH
234,15,41,Market value not found for security ROC5,2025-03-16 00:51:36,MEDIUM
235,15,42,Margin call warning for account ACC-83786441,2025-04-09 04:42:36,HIGH
236,15,42,Missing benchmark data for portfolio ACC-83786441,2025-04-10 13:57:36,MEDIUM
237,15,43,Missing benchmark data for portfolio ACC-17100082,2025-03-28 07:58:36,HIGH
238,15,43,Commentary not uploaded for account ACC-17100082,2025-03-17 22:39:36,LOW
239,15,44,Invalid trade date for OVO5,2025-03-19 01:23:36,LOW
240,16,45,Missing price data for CKM8,2025-04-11 05:44:36,HIGH
241,16,45,Compliance breach detected for GYL6,2025-04-08 20:21:36,HIGH
242,16,45,Margin call warning for account ACC-89599712,2025-03-29 22:45:36,LOW
243,16,45,Market value not found for security JRN0,2025-04-08 20:06:36,HIGH
244,16,45,Data feed interruption for PKS6 pricing,2025-03-12 08:49:36,HIGH
245,16,45,Missing corporate action data for YWA0,2025-03-23 14:42:36,MEDIUM
246,16,45,Compliance breach detected for IXD6,2025-04-01 19:51:36,LOW
247,16,45,Missing price data for TPH2,2025-04-06 06:08:36,LOW
248,17,46,Failed to generate P&L report for ACC-79189661,2025-03-22 17:23:36,HIGH
249,17,46,NAV calculation error for account ACC-79189661,2025-03-29 04:20:36,LOW
250,17,46,Trade settlement failed for LWP0,2025-03-19 03:00:36,HIGH
251,17,46,Data feed interruption for ZBN5 pricing,2025-04-05 11:49:36,HIGH
252,17,46,Invalid trade date for BRG8,2025-03-15 07:49:36,HIGH
253,17,46,Missing benchmark data for portfolio ACC-79189661,2025-04-09 16:12:36,LOW
254,17,46,Missing corporate action data for UIL1,2025-03-15 17:36:36,HIGH
255,17,47,Insufficient liquidity for PFX8,2025-03-21 14:09:36,HIGH
256,17,47,Position reconciliation failed for account ACC-9029385,2025-03-29 11:46:36,HIGH
257,17,47,Position reconciliation failed for account ACC-9029385,2025-04-02 22:21:36,LOW
258,17,47,Failed to generate P&L report for ACC-9029385,2025-03-18 08:19:36,LOW
259,17,47,NAV calculation error for account ACC-9029385,2025-03-29 09:49:36,MEDIUM
260,17,47,Position reconciliation failed for account ACC-9029385,2025-04-10 12:23:36,MEDIUM
261,17,47,Missing corporate action data for GEP4,2025-03-13 18:26:36,LOW
262,17,48,Market value not found for security MEB7,2025-03-26 07:38:36,LOW
263,17,48,Commentary not uploaded for account ACC-49088296,2025-04-09 21:46:36,HIGH
264,17,48,Failed to generate P&L report for ACC-49088296,2025-03-14 23:38:36,HIGH
265,17,48,Insufficient liquidity for CRB7,2025-04-01 00:08:36,LOW
266,17,48,Insufficient liquidity for LHB3,2025-03-19 14:38:36,MEDIUM
267,17,48,Market value not found for security ZJR2,2025-04-07 16:17:36,HIGH
268,17,48,Trade settlement failed for OWY2,2025-04-03 21:18:36,LOW
269,17,48,NAV calculation error for account ACC-49088296,2025-03-16 12:43:36,MEDIUM
270,17,49,Trade settlement failed for PNU8,2025-04-06 02:12:36,MEDIUM
271,17,49,Market value not found for security YFP2,2025-03-19 04:28:36,MEDIUM
272,17,49,Risk limits exceeded for account ACC-83332397,2025-04-05 15:42:36,HIGH
273,17,49,Missing price data for AWH6,2025-03-28 02:03:36,MEDIUM
274,17,49,Trade settlement failed for GIX5,2025-04-02 03:40:36,MEDIUM
275,17,49,Data feed interruption for BKI4 pricing,2025-04-10 21:17:36,MEDIUM
276,18,50,Missing benchmark data for portfolio ACC-69847075,2025-03-24 20:21:36,HIGH
277,18,50,Risk limits exceeded for account ACC-69847075,2025-03-14 22:32:36,HIGH
278,18,50,Compliance breach detected for JAJ1,2025-04-08 23:42:36,LOW
279,18,50,Trade settlement failed for KPQ0,2025-03-17 16:58:36,LOW
280,18,50,Data feed interruption for DIH6 pricing,2025-03-13 16:52:36,LOW
281,18,50,Missing price data for BPG2,2025-04-01 02:07:36,LOW
282,18,51,Missing benchmark data for portfolio ACC-39393982,2025-04-04 06:17:36,LOW
283,18,52,Market value not found for security LCW2,2025-03-27 04:18:36,HIGH
284,18,52,Risk limits exceeded for account ACC-32146753,2025-04-10 02:47:36,MEDIUM
285,18,52,Data feed interruption for GDU6 pricing,2025-04-10 10:36:36,HIGH
286,18,52,Risk limits exceeded for account ACC-32146753,2025-04-02 22:45:36,LOW
287,18,52,Missing price data for ICN4,2025-03-29 11:01:36,HIGH
288,18,52,Insufficient liquidity for ZNB0,2025-03-28 18:27:36,MEDIUM
289,18,53,Failed to generate P&L report for ACC-42710892,2025-03-28 02:50:36,LOW
290,18,54,Trade settlement failed for GJN2,2025-03-31 09:32:36,MEDIUM
291,18,54,Invalid trade date for OSL4,2025-03-12 15:48:36,HIGH
292,18,54,Failed to generate P&L report for ACC-10340198,2025-03-31 20:39:36,LOW
293,18,54,Insufficient liquidity for NBW5,2025-03-18 02:15:36,MEDIUM
294,18,54,Commentary not uploaded for account ACC-10340198,2025-04-02 09:05:36,MEDIUM
295,18,54,Margin call warning for account ACC-10340198,2025-03-17 09:42:36,LOW
296,18,54,Trade settlement failed for WWW5,2025-03-24 01:51:36,LOW
297,19,55,Missing benchmark data for portfolio ACC-54341179,2025-03-27 09:32:36,MEDIUM
298,19,55,Missing benchmark data for portfolio ACC-54341179,2025-04-07 05:21:36,LOW
299,19,55,Failed to generate P&L report for ACC-54341179,2025-03-27 14:18:36,MEDIUM
300,19,55,Margin call warning for account ACC-54341179,2025-03-24 06:55:36,LOW
301,19,55,Risk limits exceeded for account ACC-54341179,2025-03-17 16:17:36,LOW
302,19,55,Commentary not uploaded for account ACC-54341179,2025-03-24 10:17:36,HIGH
303,19,55,Compliance breach detected for KPI0,2025-03-31 10:11:36,LOW
304,19,56,Compliance breach detected for YJS9,2025-03-12 01:44:36,LOW
305,19,56,Compliance breach detected for LLU7,2025-03-29 02:10:36,HIGH
306,19,56,Data feed interruption for JJJ5 pricing,2025-04-10 09:31:36,LOW
307,19,56,NAV calculation error for account ACC-89470192,2025-03-11 21:00:36,MEDIUM
308,19,56,Missing benchmark data for portfolio ACC-89470192,2025-03-17 18:52:36,HIGH
309,19,56,Commentary not uploaded for account ACC-89470192,2025-04-07 15:34:36,LOW
310,19,56,Commentary not uploaded for account ACC-89470192,2025-03-29 03:02:36,MEDIUM
311,19,56,Insufficient liquidity for MYD8,2025-03-30 16:05:36,MEDIUM
312,19,56,Failed to generate P&L report for ACC-89470192,2025-03-13 13:24:36,HIGH
313,19,57,Market value not found for security MMU0,2025-03-12 11:45:36,MEDIUM
314,19,57,Compliance breach detected for HOF3,2025-03-30 18:13:36,LOW
315,19,57,Compliance breach detected for XFU1,2025-03-15 08:39:36,MEDIUM
316,19,57,Failed to generate P&L report for ACC-86793921,2025-04-05 02:23:36,LOW
317,19,57,Missing corporate action data for WMC5,2025-03-24 02:58:36,LOW
318,19,57,Missing price data for ADY8,2025-03-13 09:06:36,LOW
319,19,57,Invalid trade date for DZV3,2025-03-22 04:55:36,LOW
320,19,57,Insufficient liquidity for YUI1,2025-03-19 16:32:36,HIGH
321,19,57,Margin call warning for account ACC-86793921,2025-03-12 06:34:36,HIGH
322,19,58,Compliance breach detected for EEF7,2025-04-10 14:33:36,HIGH
323,19,58,Missing corporate action data for AWL4,2025-04-01 04:56:36,HIGH
324,19,58,Market value not found for security CHW9,2025-03-15 05:35:36,LOW
325,19,58,Missing benchmark data for portfolio ACC-87052142,2025-03-15 08:43:36,MEDIUM
326,19,58,Commentary not uploaded for account ACC-87052142,2025-03-31 08:16:36,HIGH
327,19,58,Position reconciliation failed for account ACC-87052142,2025-04-08 23:39:36,HIGH
328,19,58,Missing benchmark data for portfolio ACC-87052142,2025-03-19 05:13:36,MEDIUM
329,19,58,Failed to generate P&L report for ACC-87052142,2025-03-29 21:08:36,MEDIUM
330,19,58,Margin call warning for account ACC-87052142,2025-03-13 04:10:36,HIGH
331,19,59,Missing benchmark data for portfolio ACC-45988804,2025-04-07 02:24:36,HIGH
332,19,59,Compliance breach detected for BVD9,2025-03-19 03:58:36,MEDIUM
333,19,59,Data feed interruption for NUP5 pricing,2025-04-10 17:24:36,HIGH
334,19,59,Margin call warning for account ACC-45988804,2025-04-01 07:54:36,HIGH
335,19,59,Missing corporate action data for MON1,2025-04-03 04:43:36,LOW
336,20,60,Trade settlement failed for RPC7,2025-04-10 21:09:36,LOW
337,20,60,Market value not found for security CPA0,2025-03-29 08:55:36,MEDIUM
338,20,60,NAV calculation error for account ACC-67158747,2025-04-11 13:02:36,LOW
339,20,61,Trade settlement failed for VTL1,2025-04-04 14:45:36,MEDIUM
340,20,61,Risk limits exceeded for account ACC-65743561,2025-04-11 09:21:36,HIGH
341,20,61,Compliance breach detected for CTH4,2025-04-07 05:56:36,HIGH
342,20,61,Invalid trade date for GON5,2025-03-24 23:38:36,LOW
343,20,61,Missing corporate action data for QYS7,2025-03-25 22:06:36,LOW
344,20,61,Market value not found for security BPL4,2025-03-13 02:20:36,MEDIUM
345,20,62,Compliance breach detected for GYQ3,2025-04-08 11:04:36,MEDIUM
